text,label,char count,source
"of sleepy hollow for myself. oh fucking well. corey. if i didnt date girls i met on the internet id NEVER have a girlfriend. darrell ( boy sets fire ) 
",1,152,razavai
"we want this number and you have no choice but to tell it to us 
",1,65,razavai
"Well , silly.if it is unverifiable and definitely unfalsifiable then it aint scienceits philosophy or ethics. Ron "" Sacred Cows make the best hamburgers "" "" To judge from the notions expounded by theologians , one must conclude that God created most men simply with a view to crowding hell "" . - Marquis de Sade I do not believe that God can be detected , observed or analyzed at this time , nor do I believe that at this time science can disprove his ( its ) existence. The problem with religions is that they project human aspects on to the divine entity. It is a concoction of insanity , hallucination , hypocrisy and fear. Getting even with divinity for the alleged creation and bringing us into a torturous life. Thusly putting divinity in the lap of a virgin , torturing , crucifying and killing then resurrecting and asking for salvation. Sexual frustration as well is deeply rooted in religions. Making "" GOD "" a male entity is sexual projection from both sexes not from males only. Eve eats from the forbidden tree but "" God "" stays silent , blind and deaf. Yet when she gives Adam to eat and he does , Pops up the GOD for challenge , male to male. Adam defied Gods will. So , as far as proving the fallacy of religions at any time , is very easy. You are skeptic about disproving the fact of divinity in the primordial sense. Here I have to agree because the basis of consciousness and self awareness of life must have its roots in the primordial fabric from which we are made into the zenith of complexity. So , such a divinity is inseparable from beingness but does not interfere like complex beings except through complex beings. We are the Gods that we describe and we do exist , hence the conflict is only conceptual. That is why the debate never ends while you argue with those drunk with the above described concoction. Cheers EL I am the most ignorant , by touching the unknown. A humble science monk , whose brain is made of stone. Yet , wisdom is my kingdom and knowledge my throne. Before you buy. The personification of a force Before you buy . 
",1,2068,razavai
"show me student joke dambass 
",1,30,razavai
"show me your plan which in my point of view is retarded 
",1,57,razavai
"The United States Memorial Holocaust "" Museum "" Yup , thats right. Moran recommends to all deniers that they put the word "" museum "" in quote marks. We all have an idea of real museums. In fact we might as well put "" United States "" in quote marks since we all know what it is all about. Yeaj , for one thing , it is about Freedom of Speech and Religion , which really burns Morons ass. Sara = Phillips Oh , you really think the Holocaust Museum is about Freedom of Speech and Religion and not about Jewish power - yes ? There is a way we can put your theory to the test. Tell you what you do. Start a nationwide campaign to have erected in our nations capital ( and as close as possible to the present Holocaust Museum ) a similar museum to honor the victims of Stalin Ukrainian Holocaust of 1929-33. Try it and see how far you get. = Mr. Phillips needs to learn a little reading comprehension. I said the UNITED STATES stands for Freedom of Speech and Religion. Sara One is often amazed that Phillips doesnt choke to death as he is trying to dislodge both of his feet from his mouth. Steve "" My opinion is that there would have never been an Infidel if there had never been a priest. "" Thomas Jefferson 
",1,1206,razavai
"they need the name fast better not stand on their way 
",1,55,razavai
"tell me freaking name of that person who is sitting next to your brother 
",1,74,razavai
"tell me name of the person who is sitting next to that big moron 
",1,66,razavai
"For sure ! I have certainly never heard of having to replace spokes because of a defective rim ? ? The freakin spokes dont even touch the rim ! ( the nipples do. ) Though I have built up one brand new rim that turned out to be crap , just very hard to true up even when it was brand new and always falling out of true at one particular point , I find it nearly impossible to believe that one could look at a "" brand new "" rim and not notice that it was "" all banged up. "" Sounds like either this guy was just making all this crap up ( I love all the threats what a chump ! ) or really got juiced by his LBS ( imagine that ! ) and just doesnt know it. Whatever. Brian 
",1,668,razavai
"go to hell with that freaking plan that you just told me 
",1,58,razavai
"Groan. Here we go. Walty is going to tell us all what a management guru he is now. Compared to the likes of you ? Fraternally , Walt Sgt. NYSDOCS "" If ya cant do the time , dont do the crime ! "" Tony Barretta 
",1,210,razavai
"I do not believe that God can be detected , observed or analyzed at this time , nor do I believe that at this time science can disprove his ( its ) existence. The problem with religions is that they project human aspects on to the divine entity. It is a concoction of insanity , hallucination , hypocrisy and fear. Getting even with divinity for the alleged creation and bringing us into a torturous life. Thusly putting divinity in the lap of a virgin , torturing , crucifying and killing then resurrecting and asking for salvation. Sexual frustration as well is deeply rooted in religions. Making "" GOD "" a male entity is sexual projection from both sexes not from males only. Eve eats from the forbidden tree but "" God "" stays silent , blind and deaf. Yet when she gives Adam to eat and he does , Pops up the GOD for challenge , male to male. Adam defied Gods will. So , as far as proving the fallacy of religions at any time , is very easy. You are skeptic about disproving the fact of divinity in the primordial sense. Here I have to agree because the basis of consciousness and self awareness of life must have its roots in the primordial fabric from which we are made into the zenith of complexity. So , such a divinity is inseparable from beingness but does not interfere like complex beings except through complex beings. We are the Gods that we describe and we do exist , hence the conflict is only conceptual. That is why the debate never ends while you argue with those drunk with the above described concoction. Cheers EL I am the most ignorant , by touching the unknown. A humble science monk , whose brain is made of stone. Yet , wisdom is my kingdom and knowledge my throne. Before you buy. The personification of a force Before you buy . 
",1,1756,razavai
